app_id,name,genre,price,release_date,rank_position,peak_in_game,snapshot_time
646570,Slay the Spire,"Indie, Strategy",24.99,"Jan 23, 2019",71,18906,2025-10-18T15:31:53.526014+00:00
2622380,ELDEN RING NIGHTREIGN,"Action, RPG",39.99,"May 29, 2025",72,40836,2025-10-18T15:31:53.526014+00:00
3224770,Umamusume: Pretty Derby,"Simulation, Sports, Free To Play",0.0,"Jun 24, 2025",73,16805,2025-10-18T15:31:53.526014+00:00
1905180,OBS Studio,"Utilities, Video Production",0.0,"Mar 21, 2022",74,25494,2025-10-18T15:31:53.526014+00:00
714010,Aimlabs,"Action, Adventure, Casual, Indie, Simulation, Free To Play",0.0,"Jun 16, 2023",75,6805,2025-10-18T15:31:53.526014+00:00
489830,The Elder Scrolls V: Skyrim Special Edition,RPG,39.99,"Oct 27, 2016",76,23462,2025-10-18T15:31:53.526014+00:00
261550,Mount & Blade II: Bannerlord,"Action, Indie, RPG, Simulation, Strategy",49.99,"Oct 25, 2022",77,34833,2025-10-18T15:31:53.526014+00:00
1142710,Total War: WARHAMMER III,"Action, Strategy",14.99,"16 Feb, 2022",78,28041,2025-10-18T15:31:53.526014+00:00
1623730,Palworld,"Action, Adventure, Indie, RPG, Early Access",28.99,"18 Jan, 2024",79,37211,2025-10-18T15:31:53.526014+00:00
1063730,New World: Aeternum,"Action, Adventure, Massively Multiplayer, RPG",59.99,"Sep 28, 2021",80,40385,2025-10-18T15:31:53.526014+00:00
1984270,Digimon Story Time Stranger,RPG,69.99,"Oct 2, 2025",81,30819,2025-10-18T15:31:53.526014+00:00
813780,Age of Empires II: Definitive Edition,Strategy,25.99,"14 Nov, 2019",82,24382,2025-10-18T15:31:53.526014+00:00
2584990,Shadowverse: Worlds Beyond,"Casual, RPG, Strategy, Free To Play",0.0,"Jun 14, 2025",83,12976,2025-10-18T15:31:53.526014+00:00
892970,Valheim,"Action, Adventure, Indie, RPG, Early Access",30.4,"2 Feb, 2021",84,31700,2025-10-18T15:31:53.526014+00:00
2073850,THE FINALS,"Action, Free To Play",0.0,"Dec 7, 2023",85,14863,2025-10-18T15:31:53.526014+00:00
2379780,Balatro,"Casual, Indie, Strategy",14.99,"Feb 20, 2024",86,11047,2025-10-18T15:31:53.526014+00:00
251570,7 Days to Die,"Action, Adventure, Indie, RPG, Simulation, Strategy",152.0,"25 Jul, 2024",87,29793,2025-10-18T15:31:53.526014+00:00
294100,RimWorld,"Indie, Simulation, Strategy",102.4,"17 Oct, 2018",88,32964,2025-10-18T15:31:53.526014+00:00
2300320,Farming Simulator 25,Simulation,49.99,"Nov 12, 2024",89,36440,2025-10-18T15:31:53.526014+00:00
2642680,Half Sword Tech Demo,"Action, Adventure, Indie, Simulation",0.0,"Oct 13, 2023",90,6580,2025-10-18T15:31:53.526014+00:00
2358720,Black Myth: Wukong,"Action, Adventure, RPG",59.99,"Aug 19, 2024",91,24818,2025-10-18T15:31:53.526014+00:00
629520,Soundpad,"Audio Production, Utilities",4.99,"Sep 30, 2017",92,20994,2025-10-18T15:31:53.526014+00:00
594650,Hunt: Showdown 1896,Action,39.99,"27 Aug, 2019",93,24073,2025-10-18T15:31:53.526014+00:00
3314790,CloverPit,"Action, Adventure, Indie, Simulation, Sports, Strategy",9.99,"Sep 26, 2025",94,13884,2025-10-18T15:31:53.526014+00:00
2062430,BALL x PIT,"Action, Indie",14.99,"Oct 15, 2025",95,22360,2025-10-18T15:31:53.526014+00:00
1260320,Party Animals,"Action, Casual, Indie",19.99,"Sep 20, 2023",97,26014,2025-10-18T15:31:53.526014+00:00
275850,No Man's Sky,"Action, Adventure",59.99,"Aug 12, 2016",98,20026,2025-10-18T15:31:53.526014+00:00
2252570,Football Manager 2024,"Simulation, Sports, Strategy",59.99,"Nov 6, 2023",99,42006,2025-10-18T15:31:53.526014+00:00
1326470,Sons Of The Forest,"Action, Adventure, Indie, Simulation",29.99,"Feb 22, 2024",100,23606,2025-10-18T15:31:53.526014+00:00
730,Counter-Strike 2,"Action, Free To Play",0.0,"Aug 21, 2012",1,1499747,2025-10-18T15:39:22.801543+00:00
570,Dota 2,"Action, Strategy, Free To Play",0.0,"Jul 9, 2013",2,766441,2025-10-18T15:39:22.801543+00:00
2807960,Battlefield™ 6,Action,69.99,"Oct 10, 2025",3,448448,2025-10-18T15:39:22.801543+00:00
431960,Wallpaper Engine,"Casual, Indie, Animation & Modeling, Design & Illustration, Photo Editing, Utilities",4.99,"Nov 16, 2018",4,139591,2025-10-18T15:39:22.801543+00:00
578080,PUBG: BATTLEGROUNDS,"Action, Adventure, Massively Multiplayer, Free To Play",0.0,"Dec 21, 2017",5,633645,2025-10-18T15:39:22.801543+00:00
1172470,Apex Legends™,"Action, Adventure, Free To Play",0.0,"4 Nov, 2020",6,168453,2025-10-18T15:39:22.801543+00:00
2427520,ARC Raiders Playtest,,0.0,"Oct 17, 2025",7,189668,2025-10-18T15:39:22.801543+00:00
2507950,Delta Force,"Action, Adventure, Massively Multiplayer, Free To Play",0.0,"Dec 4, 2024",8,204602,2025-10-18T15:39:22.801543+00:00
2767030,Marvel Rivals,"Action, Free To Play",0.0,"Dec 5, 2024",9,82011,2025-10-18T15:39:22.801543+00:00
1203220,NARAKA: BLADEPOINT,"Action, Adventure, Massively Multiplayer, Free To Play",0.0,"Aug 11, 2021",10,133465,2025-10-18T15:39:22.801543+00:00
236390,War Thunder,"Action, Massively Multiplayer, Simulation, Free To Play",0.0,"Aug 15, 2013",11,76800,2025-10-18T15:39:22.801543+00:00
3405340,Megabonk,"Action, Casual, Indie",9.99,"Sep 18, 2025",12,77991,2025-10-18T15:39:22.801543+00:00
381210,Dead by Daylight,Action,19.99,"Jun 14, 2016",13,73971,2025-10-18T15:39:22.801543+00:00
1030300,Hollow Knight: Silksong,"Action, Adventure, Indie",19.99,"Sep 4, 2025",14,72819,2025-10-18T15:39:22.801543+00:00
413150,Stardew Valley,"Indie, RPG, Simulation",14.99,"Feb 26, 2016",15,110967,2025-10-18T15:39:22.801543+00:00
230410,Warframe,"Action, RPG, Free To Play",0.0,"Mar 25, 2013",16,79837,2025-10-18T15:39:22.801543+00:00
252490,Rust,"Action, Adventure, Indie, Massively Multiplayer, RPG",39.99,"Feb 8, 2018",17,150098,2025-10-18T15:39:22.801543+00:00
271590,Grand Theft Auto V Legacy,"Action, Adventure",0.0,"Apr 13, 2015",18,83410,2025-10-18T15:39:22.801543+00:00
3240220,Grand Theft Auto V Enhanced,"Action, Adventure, Racing",19.5,"4 Mar, 2025",19,70063,2025-10-18T15:39:22.801543+00:00
1938090,Call of Duty®,Action,0.0,"Oct 27, 2022",20,49888,2025-10-18T15:39:22.801543+00:00
359550,Tom Clancy's Rainbow Six® Siege X,"Action, Free To Play",0.0,"1 Dec, 2015",21,45988,2025-10-18T15:39:22.801543+00:00
1973530,Limbus Company,"Action, RPG, Strategy",0.0,"Feb 26, 2023",22,51476,2025-10-18T15:39:22.801543+00:00
105600,Terraria,"Action, Adventure, Indie, RPG",9.99,"May 16, 2011",23,34827,2025-10-18T15:39:22.801543+00:00
440,Team Fortress 2,"Action, Free To Play",0.0,"Oct 10, 2007",24,60249,2025-10-18T15:39:22.801543+00:00
3354750,skate.,"Action, Sports, Free To Play, Early Access",0.0,"Sep 16, 2025",25,33707,2025-10-18T15:39:22.801543+00:00
227300,Euro Truck Simulator 2,"Indie, Simulation",19.99,"Oct 12, 2012",26,51950,2025-10-18T15:39:22.801543+00:00
3405690,EA SPORTS FC™ 26,"Simulation, Sports",69.99,"Sep 25, 2025",27,74676,2025-10-18T15:39:22.801543+00:00
2357570,Overwatch® 2,"Action, Free To Play",0.0,"Aug 10, 2023",28,39550,2025-10-18T15:39:22.801543+00:00
550,Left 4 Dead 2,Action,9.99,"Nov 16, 2009",29,31030,2025-10-18T15:39:22.801543+00:00
553850,HELLDIVERS™ 2,Action,39.99,"Feb 8, 2024",30,30691,2025-10-18T15:39:22.801543+00:00
1086940,Baldur's Gate 3,"Adventure, RPG, Strategy",59.99,"Aug 3, 2023",31,60144,2025-10-18T15:39:22.801543+00:00
1174180,Red Dead Redemption 2,"Action, Adventure",14.99,"Dec 5, 2019",32,52088,2025-10-18T15:39:22.801543+00:00
322170,Geometry Dash,"Action, Indie",4.99,"Dec 22, 2014",33,30215,2025-10-18T15:39:22.801543+00:00
322330,Don't Starve Together,"Action, Adventure, Indie, RPG, Simulation, Strategy",14.99,"Apr 21, 2016",34,58882,2025-10-18T15:39:22.801543+00:00
394360,Hearts of Iron IV,"Simulation, Strategy",49.99,"Jun 6, 2016",35,55615,2025-10-18T15:39:22.801543+00:00
438100,VRChat,"Adventure, Casual, Massively Multiplayer, Simulation, Sports, Free To Play, Early Access",0.0,"Feb 1, 2017",36,50612,2025-10-18T15:39:22.801543+00:00
3241660,R.E.P.O.,"Action, Early Access",9.99,"Feb 26, 2025",37,30385,2025-10-18T15:39:22.801543+00:00
1091500,Cyberpunk 2077,RPG,59.99,"Dec 9, 2020",38,41489,2025-10-18T15:39:22.801543+00:00
1145350,Hades II,"Action, Indie, RPG",29.99,"Sep 25, 2025",39,40216,2025-10-18T15:39:22.801543+00:00
367520,Hollow Knight,"Action, Adventure, Indie",14.99,"Feb 24, 2017",40,30087,2025-10-18T15:39:22.801543+00:00
3419430,Bongo Cat,"Casual, Indie, Massively Multiplayer, Simulation, Free To Play",0.0,"Mar 5, 2025",41,117435,2025-10-18T15:39:22.801543+00:00
3527290,PEAK,"Action, Adventure, Indie",7.99,"Jun 16, 2025",42,24719,2025-10-18T15:39:22.801543+00:00
2073620,Arena Breakout: Infinite,"Action, Adventure, Massively Multiplayer, RPG, Strategy, Free To Play",0.0,"Sep 15, 2025",43,43865,2025-10-18T15:39:22.801543+00:00
284160,BeamNG.drive,"Racing, Simulation, Early Access",24.99,"May 29, 2015",44,25049,2025-10-18T15:39:22.801543+00:00
1449850,Yu-Gi-Oh! Master Duel,"Simulation, Strategy, Free To Play",0.0,"Jan 18, 2022",45,23846,2025-10-18T15:39:22.801543+00:00
1364780,Street Fighter™ 6,"Action, Adventure",39.99,"Jun 1, 2023",46,44694,2025-10-18T15:39:22.801543+00:00
739630,Phasmophobia,"Action, Indie, Early Access",19.99,"Sep 18, 2020",47,26841,2025-10-18T15:39:22.801543+00:00
3167020,Escape From Duckov,"Action, Adventure, Indie, RPG",75.68,"16 Oct, 2025",48,61066,2025-10-18T15:39:22.801543+00:00
1285190,Borderlands 4,"Action, Adventure, RPG",55.99,"Sep 11, 2025",49,35038,2025-10-18T15:39:22.801543+00:00
250900,The Binding of Isaac: Rebirth,Action,10.99,"4 Nov, 2014",50,22208,2025-10-18T15:39:22.801543+00:00
1222670,The Sims™ 4,"Adventure, Casual, Simulation, Free To Play",0.0,"18 Jun, 2020",51,28892,2025-10-18T15:39:22.801543+00:00
1422450,Deadlock,Action,0.0,To be announced,52,34791,2025-10-18T15:39:22.801543+00:00
252950,Rocket League®,"Action, Indie, Racing, Sports",0.0,"Jul 6, 2015",53,25508,2025-10-18T15:39:22.801543+00:00
1281930,tModLoader,"Action, Adventure, Indie, RPG, Free To Play",0.0,"May 16, 2020",54,35565,2025-10-18T15:39:22.801543+00:00
2246340,Monster Hunter Wilds,"Action, Adventure, RPG",69.99,"Feb 27, 2025",55,47193,2025-10-18T15:39:22.801543+00:00
1366800,Crosshair X,"Action, Adventure, Indie, Animation & Modeling, Design & Illustration, Education, Photo Editing, Utilities, Game Development",4.99,"Aug 17, 2020",56,50156,2025-10-18T15:39:22.801543+00:00
2669320,EA SPORTS FC™ 25,"Simulation, Sports",69.99,"Sep 26, 2024",57,25278,2025-10-18T15:39:22.801543+00:00
4000,Garry's Mod,"Casual, Indie, Simulation",4.99,"Nov 29, 2006",58,28775,2025-10-18T15:39:22.801543+00:00
3681810,Blue Protocol: Star Resonance,"Action, Adventure, Massively Multiplayer, RPG, Free To Play",0.0,"Oct 9, 2025",59,56174,2025-10-18T15:39:22.801543+00:00
289070,Sid Meier’s Civilization® VI,Strategy,59.99,"Oct 20, 2016",60,44415,2025-10-18T15:39:22.801543+00:00
2694490,Path of Exile 2,"Action, Adventure, Massively Multiplayer, RPG, Early Access",29.99,"Dec 6, 2024",61,41468,2025-10-18T15:39:22.801543+00:00
1551360,Forza Horizon 5,"Action, Adventure, Racing, Simulation, Sports",59.99,"Nov 8, 2021",62,20038,2025-10-18T15:39:22.801543+00:00
1245620,ELDEN RING,"Action, RPG",59.99,"Feb 24, 2022",63,28187,2025-10-18T15:39:22.801543+00:00
3513350,Wuthering Waves,"Action, Adventure, RPG, Free To Play",0.0,"Apr 28, 2025",64,14565,2025-10-18T15:39:22.801543+00:00
1665460,eFootball™,"Simulation, Sports, Free To Play",0.0,"Sep 29, 2021",65,18398,2025-10-18T15:39:22.801543+00:00
291550,Brawlhalla,"Action, Indie, Free To Play",0.0,"Oct 17, 2017",66,14467,2025-10-18T15:39:22.801543+00:00
960090,Bloons TD 6,Strategy,13.99,"Dec 17, 2018",67,12315,2025-10-18T15:39:22.801543+00:00
108600,Project Zomboid,"Indie, RPG, Simulation, Early Access",19.99,"Nov 8, 2013",68,27446,2025-10-18T15:39:22.801543+00:00
244210,Assetto Corsa,"Indie, Racing, Simulation, Sports",19.99,"Dec 19, 2014",69,15654,2025-10-18T15:39:22.801543+00:00
221100,DayZ,"Action, Adventure, Massively Multiplayer",49.99,"Dec 13, 2018",70,53125,2025-10-18T15:39:22.801543+00:00
646570,Slay the Spire,"Indie, Strategy",24.99,"Jan 23, 2019",71,18906,2025-10-18T15:39:22.801543+00:00
2622380,ELDEN RING NIGHTREIGN,"Action, RPG",39.99,"May 29, 2025",72,40836,2025-10-18T15:39:22.801543+00:00
3224770,Umamusume: Pretty Derby,"Simulation, Sports, Free To Play",0.0,"Jun 24, 2025",73,16805,2025-10-18T15:39:22.801543+00:00
1905180,OBS Studio,"Utilities, Video Production",0.0,"Mar 21, 2022",74,25494,2025-10-18T15:39:22.801543+00:00
714010,Aimlabs,"Action, Adventure, Casual, Indie, Simulation, Free To Play",0.0,"Jun 16, 2023",75,6805,2025-10-18T15:39:22.801543+00:00
489830,The Elder Scrolls V: Skyrim Special Edition,RPG,39.99,"Oct 27, 2016",76,23462,2025-10-18T15:39:22.801543+00:00
261550,Mount & Blade II: Bannerlord,"Action, Indie, RPG, Simulation, Strategy",49.99,"Oct 25, 2022",77,34833,2025-10-18T15:39:22.801543+00:00
1142710,Total War: WARHAMMER III,"Action, Strategy",14.99,"Feb 16, 2022",78,28041,2025-10-18T15:39:22.801543+00:00
1623730,Palworld,"Action, Adventure, Indie, RPG, Early Access",29.99,"Jan 18, 2024",79,37211,2025-10-18T15:39:22.801543+00:00
1063730,New World: Aeternum,"Action, Adventure, Massively Multiplayer, RPG",59.99,"Sep 28, 2021",80,40385,2025-10-18T15:39:22.801543+00:00
1984270,Digimon Story Time Stranger,RPG,69.99,"Oct 2, 2025",81,30819,2025-10-18T15:39:22.801543+00:00
813780,Age of Empires II: Definitive Edition,Strategy,34.99,"Nov 14, 2019",82,24382,2025-10-18T15:39:22.801543+00:00
2584990,Shadowverse: Worlds Beyond,"Casual, RPG, Strategy, Free To Play",0.0,"Jun 14, 2025",83,12976,2025-10-18T15:39:22.801543+00:00
892970,Valheim,"Action, Adventure, Indie, RPG, Early Access",19.99,"Feb 2, 2021",84,31700,2025-10-18T15:39:22.801543+00:00
2073850,THE FINALS,"Action, Free To Play",0.0,"8 Dec, 2023",85,14863,2025-10-18T15:39:22.801543+00:00
2379780,Balatro,"Casual, Indie, Strategy",14.99,"Feb 20, 2024",86,11047,2025-10-18T15:39:22.801543+00:00
251570,7 Days to Die,"Action, Adventure, Indie, RPG, Simulation, Strategy",44.99,"Jul 25, 2024",87,29793,2025-10-18T15:39:22.801543+00:00
294100,RimWorld,"Indie, Simulation, Strategy",27.99,"Oct 17, 2018",88,32964,2025-10-18T15:39:22.801543+00:00
2300320,Farming Simulator 25,Simulation,49.99,"Nov 12, 2024",89,36440,2025-10-18T15:39:22.801543+00:00
2642680,Half Sword Tech Demo,"Action, Adventure, Indie, Simulation",0.0,"Oct 13, 2023",90,6580,2025-10-18T15:39:22.801543+00:00
2358720,Black Myth: Wukong,"Action, Adventure, RPG",59.99,"Aug 19, 2024",91,24818,2025-10-18T15:39:22.801543+00:00
629520,Soundpad,"Audio Production, Utilities",4.99,"Sep 30, 2017",92,20994,2025-10-18T15:39:22.801543+00:00
594650,Hunt: Showdown 1896,Action,29.99,"Aug 27, 2019",93,24073,2025-10-18T15:39:22.801543+00:00
3314790,CloverPit,"Action, Adventure, Indie, Simulation, Sports, Strategy",9.99,"Sep 26, 2025",94,13884,2025-10-18T15:39:22.801543+00:00
2062430,BALL x PIT,"Action, Indie",14.99,"Oct 15, 2025",95,22360,2025-10-18T15:39:22.801543+00:00
1260320,Party Animals,"Action, Casual, Indie",19.99,"Sep 20, 2023",97,26014,2025-10-18T15:39:22.801543+00:00
275850,No Man's Sky,"Action, Adventure",59.99,"Aug 12, 2016",98,20026,2025-10-18T15:39:22.801543+00:00
2252570,Football Manager 2024,"Simulation, Sports, Strategy",59.99,"Nov 6, 2023",99,42006,2025-10-18T15:39:22.801543+00:00
1326470,Sons Of The Forest,"Action, Adventure, Indie, Simulation",29.99,"Feb 22, 2024",100,23606,2025-10-18T15:39:22.801543+00:00
730,Counter-Strike 2,"Action, Free To Play",0.0,"21 Aug, 2012",1,1499747,2025-10-18T15:44:09.230503+00:00
570,Dota 2,"Action, Strategy, Free To Play",0.0,"Jul 9, 2013",2,766441,2025-10-18T15:44:09.230503+00:00
2807960,Battlefield™ 6,Action,69.99,"Oct 10, 2025",3,448448,2025-10-18T15:44:09.230503+00:00
431960,Wallpaper Engine,"Casual, Indie, Animation & Modeling, Design & Illustration, Photo Editing, Utilities",4.99,"Nov 16, 2018",4,139591,2025-10-18T15:44:09.230503+00:00
578080,PUBG: BATTLEGROUNDS,"Action, Adventure, Massively Multiplayer, Free To Play",0.0,"21 Dec, 2017",5,633645,2025-10-18T15:44:09.230503+00:00
1172470,Apex Legends™,"Action, Adventure, Free To Play",0.0,"Nov 4, 2020",6,168453,2025-10-18T15:44:09.230503+00:00
2427520,ARC Raiders Playtest,,0.0,"Oct 17, 2025",7,189668,2025-10-18T15:44:09.230503+00:00
2507950,Delta Force,"Action, Adventure, Massively Multiplayer, Free To Play",0.0,"Dec 4, 2024",8,204602,2025-10-18T15:44:09.230503+00:00
2767030,Marvel Rivals,"Action, Free To Play",0.0,"Dec 5, 2024",9,82011,2025-10-18T15:44:09.230503+00:00
1203220,NARAKA: BLADEPOINT,"Action, Adventure, Massively Multiplayer, Free To Play",0.0,"Aug 11, 2021",10,133465,2025-10-18T15:44:09.230503+00:00
236390,War Thunder,"Action, Massively Multiplayer, Simulation, Free To Play",0.0,"Aug 15, 2013",11,76800,2025-10-18T15:44:09.230503+00:00
3405340,Megabonk,"Action, Casual, Indie",10.0,"18 Sep, 2025",12,77991,2025-10-18T15:44:09.230503+00:00
381210,Dead by Daylight,Action,19.99,"Jun 14, 2016",13,73971,2025-10-18T15:44:09.230503+00:00
1030300,Hollow Knight: Silksong,"Action, Adventure, Indie",19.99,"Sep 4, 2025",14,72819,2025-10-18T15:44:09.230503+00:00
413150,Stardew Valley,"Indie, RPG, Simulation",14.99,"Feb 26, 2016",15,110967,2025-10-18T15:44:09.230503+00:00
230410,Warframe,"Action, RPG, Free To Play",0.0,"Mar 25, 2013",16,79837,2025-10-18T15:44:09.230503+00:00
252490,Rust,"Action, Adventure, Indie, Massively Multiplayer, RPG",39.99,"Feb 8, 2018",17,150098,2025-10-18T15:44:09.230503+00:00
271590,Grand Theft Auto V Legacy,"Action, Adventure",0.0,"Apr 13, 2015",18,83410,2025-10-18T15:44:09.230503+00:00
3240220,Grand Theft Auto V Enhanced,"Action, Adventure, Racing",19.5,"4 Mar, 2025",19,70063,2025-10-18T15:44:09.230503+00:00
1938090,Call of Duty®,Action,0.0,"Oct 27, 2022",20,49888,2025-10-18T15:44:09.230503+00:00
359550,Tom Clancy's Rainbow Six® Siege X,"Action, Free To Play",0.0,"1 Dec, 2015",21,45988,2025-10-18T15:44:09.230503+00:00
1973530,Limbus Company,"Action, RPG, Strategy",0.0,"Feb 26, 2023",22,51476,2025-10-18T15:44:09.230503+00:00
105600,Terraria,"Action, Adventure, Indie, RPG",9.99,"May 16, 2011",23,34827,2025-10-18T15:44:09.230503+00:00
440,Team Fortress 2,"Action, Free To Play",0.0,"Oct 10, 2007",24,60249,2025-10-18T15:44:09.230503+00:00
3354750,skate.,"Action, Sports, Free To Play, Early Access",0.0,"Sep 16, 2025",25,33707,2025-10-18T15:44:09.230503+00:00
227300,Euro Truck Simulator 2,"Indie, Simulation",19.99,"Oct 12, 2012",26,51950,2025-10-18T15:44:09.230503+00:00
3405690,EA SPORTS FC™ 26,"Simulation, Sports",69.99,"Sep 25, 2025",27,74676,2025-10-18T15:44:09.230503+00:00
2357570,Overwatch® 2,"Action, Free To Play",0.0,"Aug 10, 2023",28,39550,2025-10-18T15:44:09.230503+00:00
550,Left 4 Dead 2,Action,9.99,"Nov 16, 2009",29,31030,2025-10-18T15:44:09.230503+00:00
553850,HELLDIVERS™ 2,Action,39.99,"Feb 8, 2024",30,30691,2025-10-18T15:44:09.230503+00:00
1086940,Baldur's Gate 3,"Adventure, RPG, Strategy",59.99,"Aug 3, 2023",31,60144,2025-10-18T15:44:09.230503+00:00
1174180,Red Dead Redemption 2,"Action, Adventure",14.99,"Dec 5, 2019",32,52088,2025-10-18T15:44:09.230503+00:00
322170,Geometry Dash,"Action, Indie",4.99,"Dec 22, 2014",33,30215,2025-10-18T15:44:09.230503+00:00
322330,Don't Starve Together,"Action, Adventure, Indie, RPG, Simulation, Strategy",14.99,"Apr 21, 2016",34,58882,2025-10-18T15:44:09.230503+00:00
394360,Hearts of Iron IV,"Simulation, Strategy",49.99,"Jun 6, 2016",35,55615,2025-10-18T15:44:09.230503+00:00
